id,type,x,y,z,equivalence_class,stationary,in_degree,out_degree,undirected_degree,in_degree_norm,out_degree_norm,undirected_degree_norm
0,person,3140.0410380658072,1810.620004103248,26.15944599735657,E0,0.0009764960279932781,112,119,131,0.3708609271523179,0.601010101010101,0.4337748344370861
1,person,8642.359950305925,5193.149907274704,9.480548415798106,E0,0.0006057619087783829,9,128,70,0.029801324503311258,0.6464646464646465,0.23178807947019867
2,person,3075.24233409429,2434.7367893923656,30.629216936450977,E0,0.001302589508538538,129,97,128,0.4271523178807947,0.4898989898989899,0.423841059602649
3,person,2870.022526246092,1166.2873873885171,21.235442112173025,E0,0.000896034113427077,99,117,118,0.32781456953642385,0.5909090909090909,0.39072847682119205
4,person,1311.5752531897174,7974.72730717351,21.73203464581325,E0,0.0013732138625911325,79,72,78,0.26158940397350994,0.36363636363636365,0.2582781456953642
5,person,8853.002298309442,7630.301917522184,17.083366231413212,E0,0.0009202645184316804,40,77,71,0.13245033112582782,0.3888888888888889,0.23509933774834438
6,person,7624.321719909813,2712.6025397533203,11.423226002092806,E0,0.000647419551233796,28,131,77,0.09271523178807947,0.6616161616161617,0.25496688741721857
7,person,3232.182038556196,4331.018615287564,43.34757477079215,E0,0.0011282083516278522,162,113,137,0.5364238410596026,0.5707070707070707,0.45364238410596025
8,person,6714.102526880354,8917.020555462746,31.968892898564174,E0,0.0012977289433087312,102,69,89,0.33774834437086093,0.3484848484848485,0.2947019867549669
9,person,9105.350880127004,7411.601264728132,14.173185107651465,E0,0.0008464176309923791,30,77,64,0.09933774834437085,0.3888888888888889,0.2119205298013245
10,person,9011.81961674147,6272.63779665689,10.612305908282728,E0,0.0006385143217062,18,113,74,0.059602649006622516,0.5707070707070707,0.24503311258278146
11,person,6344.179199403333,1068.4055098532565,14.158954391941384,E0,0.0006626843992756383,50,136,100,0.16556291390728478,0.6868686868686869,0.33112582781456956
12,person,5885.803465524994,3815.977280958276,25.202281094160607,E0,0.0012887514268075705,116,90,113,0.3841059602649007,0.45454545454545453,0.3741721854304636
