id,type,x,y,z,equivalence_class,stationary,in_degree,out_degree,undirected_degree,in_degree_norm,out_degree_norm,undirected_degree_norm
0,person,3140.0410380658072,1810.620004103248,26.15944599735657,E0,0.0008281819639667949,97,118,112,0.30407523510971785,0.5989847715736041,0.3510971786833856
1,person,8642.359950305925,5193.149907274704,9.480548415798106,E0,0.0007692441530612196,53,100,86,0.16614420062695925,0.5076142131979695,0.26959247648902823
2,person,3075.24233409429,2434.7367893923656,30.629216936450977,E0,0.0010931787303834675,112,97,106,0.3510971786833856,0.49238578680203043,0.3322884012539185
3,person,2870.022526246092,1166.2873873885171,21.235442112173025,E0,0.000765079943898803,89,118,106,0.27899686520376177,0.5989847715736041,0.3322884012539185
4,person,1311.5752531897174,7974.72730717351,21.73203464581325,E0,0.0012107544524381448,66,72,78,0.20689655172413793,0.36548223350253806,0.2445141065830721
5,person,8853.002298309442,7630.301917522184,17.083366231413212,E0,0.000939929276012084,59,86,81,0.18495297805642633,0.4365482233502538,0.25391849529780564
6,person,7624.321719909813,2712.6025397533203,11.423226002092806,E0,0.000904243410442286,67,96,94,0.21003134796238246,0.4873096446700508,0.2946708463949843
7,person,3232.182038556196,4331.018615287564,43.34757477079215,E0,0.0008968855930891017,124,113,116,0.3887147335423197,0.5736040609137056,0.36363636363636365
8,person,6714.102526880354,8917.020555462746,31.968892898564174,E0,0.0011506464674025363,82,70,81,0.25705329153605017,0.3553299492385787,0.25391849529780564
9,person,9105.350880127004,7411.601264728132,14.173185107651465,E0,0.0009004390418495636,52,84,75,0.16300940438871472,0.4263959390862944,0.23510971786833856
10,person,9011.81961674147,6272.63779665689,10.612305908282728,E0,0.0009371533091496948,45,68,69,0.14106583072100312,0.34517766497461927,0.21630094043887146
11,person,6344.179199403333,1068.4055098532565,14.158954391941384,E0,0.0010162357265758471,84,96,101,0.26332288401253917,0.4873096446700508,0.3166144200626959
12,person,5885.803465524994,3815.977280958276,25.202281094160607,E0,0.0011841002794946512,125,83,120,0.39184952978056425,0.4213197969543147,0.3761755485893417
13,person,8647.269262911816,6305.752505900837,13.090424019274291,E0,0.0009783860582848341,58,75,77,0.18181818181818182,0.38071065989847713,0.2413793103448276
14,person,8498.307757474431,7663.707540657716,20.354681448821527,E0,0.0010340297756289548,75,86,88,0.23510971786833856,0.4365482233502538,0.27586206896551724
15,person,8969.874016298761,4831.38668369441,7.189005652385036,E0,0.0006109588417239467,30,123,83,0.09404388714733543,0.6243654822335025,0.2601880877742947
16,person,1722.8129214169785,7541.186975253859,27.558573285775044,E0,0.0015931653554886525,74,62,74,0.23197492163009403,0.3147208121827411,0.23197492163009403
17,person,3015.1839131459333,5149.9055148865655,45.652702410444626,E0,0.0009421126731528427,100,101,97,0.31347962382445144,0.5126903553299492,0.30407523510971785
18,person,2124.6873250747,5964.931063841611,42.04840175670811,E0,0.001113140931711958,81,88,93,0.25391849529780564,0.4467005076142132,0.29153605015673983
19,person,5831.877993743679,8005.030465614983,33.34127911310237,E0,0.0009972343421026158,100,94,94,0.31347962382445144,0.47715736040609136,0.2946708463949843
20,person,142.87917211068702,7292.763358833868,16.628873612022378,E0,0.0010115804014718198,37,68,63,0.11598746081504702,0.34517766497461927,0.1974921630094044
21,person,8095.281929657436,5772.877484922084,14.505574979679944,E0,0.000990390625504615,78,86,92,0.2445141065830721,0.4365482233502538,0.2884012539184953
22,person,4384.160782928004,4080.1818081483434,36.605063182372355,E0,0.0009344106028565328,140,116,134,0.438871473354232,0.5888324873096447,0.4200626959247649
23,person,4177.229136343885,7528.465665974061,33.73099228127561,E0,0.0009021941702123553,84,105,97,0.26332288401253917,0.5329949238578681,0.30407523510971785
24,person,77.62581865603747,1074.783808761437,8.653670915094073,E0,0.0005746298358363719,36,106,78,0.11285266457680251,0.5380710659898477,0.2445141065830721
25,person,6421.622654824652,1076.7060335973954,13.826930362393073,E0,0.001026485473090752,80,91,99,0.2507836990595611,0.4619289340101523,0.3103448275862069
26,person,4687.0821026248195,3389.513679523448,32.191985966130105,E0,0.0009973692493142402,149,118,155,0.4670846394984326,0.5989847715736041,0.48589341692789967
27,person,5213.909315683145,6997.917445721297,33.57306036456985,E0,0.000978371411801372,110,92,96,0.3448275862068966,0.467005076142132,0.30094043887147337
28,person,3230.5402329144395,7613.7987137966,32.73371267045054,E0,0.0012148129028106132,85,79,91,0.2664576802507837,0.4010152284263959,0.2852664576802508
29,person,3777.705428498862,1011.971887264902,21.308637468346134,E0,0.0008210266256622397,99,120,120,0.3103448275862069,0.6091370558375635,0.3761755485893417
30,person,1216.576766074605,4184.6676284272935,34.47340584369463,E0,0.0012794759125296686,73,62,74,0.22884012539184953,0.3147208121827411,0.23197492163009403
31,person,5160.721001559895,765.7981926053958,17.533544521272333,E0,0.0008203808290039433,99,123,127,0.3103448275862069,0.6243654822335025,0.3981191222570533
32,person,1005.6033429622656,6560.99220567776,29.16227509591852,E0,0.0012485112407582331,64,75,76,0.2006269592476489,0.38071065989847713,0.23824451410658307
33,person,2958.4288645384395,3467.748734375533,38.50827538810188,E0,0.0008917750442312036,120,114,123,0.3761755485893417,0.5786802030456852,0.38557993730407525
34,person,4737.482886706097,8959.10589990646,28.421921234120067,E0,0.0008348288858328647,63,94,87,0.1974921630094044,0.47715736040609136,0.2727272727272727
35,person,9234.911112114083,1871.2463214556708,3.8052902480311697,E0,0.0004727634884481735,4,162,69,0.012539184952978056,0.8223350253807107,0.21630094043887146
36,person,1090.5097531661067,1737.9723129624404,16.884917815032857,E0,0.0007118938285295328,64,106,91,0.2006269592476489,0.5380710659898477,0.2852664576802508
37,person,5092.732587367641,5727.409704158852,33.836591249779346,E0,0.0012550006826454272,111,64,81,0.34796238244514105,0.3248730964467005,0.25391849529780564
38,person,2091.688911054541,8474.636076403465,22.882235744742975,E0,0.0012579298071374928,65,77,80,0.20376175548589343,0.39086294416243655,0.2507836990595611
39,person,9590.738172179785,9733.473129405773,10.31434624740792,E0,0.0006798441906093917,34,86,70,0.10658307210031348,0.4365482233502538,0.219435736677116
40,person,7420.480856321861,5158.451761619946,16.82779274756927,E0,0.0010261672803592926,100,104,119,0.31347962382445144,0.5279187817258884,0.3730407523510972
41,person,5727.40409407818,7360.949101538219,32.90989869483397,E0,0.0009911118594074704,116,96,99,0.36363636363636365,0.4873096446700508,0.3103448275862069
42,person,7892.132850546684,6766.653947194337,20.73357936792393,E0,0.0010823966915716825,91,84,96,0.2852664576802508,0.4263959390862944,0.30094043887147337
43,person,8457.733651265024,7797.214448125867,21.19804076082387,E0,0.0010440740557811487,77,84,90,0.2413793103448276,0.4263959390862944,0.28213166144200624
44,person,5448.825506904089,4739.927628355077,30.23332333746397,E0,0.0010009537285096094,121,90,126,0.3793103448275862,0.45685279187817257,0.3949843260188088
45,person,6389.309297331741,9874.380981027787,26.278506991629307,E0,0.0008475570979319255,63,86,85,0.1974921630094044,0.4365482233502538,0.2664576802507837
46,person,4915.473598748452,5502.206752527987,34.939185517070996,E0,0.001020649728569674,107,81,92,0.335423197492163,0.41116751269035534,0.2884012539184953
47,person,9526.52016144546,9058.585181663302,12.313919523785833,E0,0.0007285217832165477,38,91,73,0.11912225705329153,0.4619289340101523,0.22884012539184953
48,person,2173.5976046552073,5969.105165233228,42.251214810828905,E0,0.0011117150462292289,82,88,93,0.25705329153605017,0.4467005076142132,0.29153605015673983
49,person,8696.557616919976,3243.1221229290572,6.707817121185331,E0,0.0005546965034836799,22,124,79,0.06896551724137931,0.6294416243654822,0.2476489028213166
