id,type,x,y,z,equivalence_class,stationary,in_degree,out_degree,undirected_degree,in_degree_norm,out_degree_norm,undirected_degree_norm
0,person,3140.0410380658072,1810.620004103248,26.15944599735657,E0,0.0009063436897880634,106,118,118,0.33865814696485624,0.592964824120603,0.3769968051118211
1,person,8642.359950305925,5193.149907274704,9.480548415798106,E0,0.0006856119645591498,38,117,83,0.12140575079872204,0.5879396984924623,0.26517571884984026
2,person,3075.24233409429,2434.7367893923656,30.629216936450977,E0,0.0011817192004240768,119,97,115,0.3801916932907348,0.48743718592964824,0.36741214057507987
3,person,2870.022526246092,1166.2873873885171,21.235442112173025,E0,0.0008386156820797474,99,118,111,0.31629392971246006,0.592964824120603,0.3546325878594249
4,person,1311.5752531897174,7974.72730717351,21.73203464581325,E0,0.0012612080062130542,67,72,78,0.21405750798722045,0.36180904522613067,0.24920127795527156
5,person,8853.002298309442,7630.301917522184,17.083366231413212,E0,0.0009680365870785887,55,84,81,0.1757188498402556,0.4221105527638191,0.25878594249201275
6,person,7624.321719909813,2712.6025397533203,11.423226002092806,E0,0.000686803980881893,46,118,90,0.14696485623003194,0.592964824120603,0.28753993610223644
7,person,3232.182038556196,4331.018615287564,43.34757477079215,E0,0.0010296807684579959,137,113,116,0.43769968051118213,0.5678391959798995,0.3706070287539936
8,person,6714.102526880354,8917.020555462746,31.968892898564174,E0,0.0011994218238516063,92,70,86,0.2939297124600639,0.35175879396984927,0.2747603833865815
9,person,9105.350880127004,7411.601264728132,14.173185107651465,E0,0.0009040843737015249,48,82,72,0.15335463258785942,0.4120603015075377,0.23003194888178913
10,person,9011.81961674147,6272.63779665689,10.612305908282728,E0,0.0007416426619659125,34,100,73,0.10862619808306709,0.5025125628140703,0.23322683706070288
11,person,6344.179199403333,1068.4055098532565,14.158954391941384,E0,0.0009364304475120923,70,98,96,0.22364217252396165,0.49246231155778897,0.30670926517571884
12,person,5885.803465524994,3815.977280958276,25.202281094160607,E0,0.0012357395303596109,125,83,123,0.3993610223642173,0.41708542713567837,0.3929712460063898
13,person,8647.269262911816,6305.752505900837,13.090424019274291,E0,0.0008551653636803211,46,93,76,0.14696485623003194,0.46733668341708545,0.24281150159744408
14,person,8498.307757474431,7663.707540657716,20.354681448821527,E0,0.001067918910872314,71,87,88,0.2268370607028754,0.4371859296482412,0.28115015974440893
15,person,8969.874016298761,4831.38668369441,7.189005652385036,E0,0.0006090282187553527,21,121,71,0.0670926517571885,0.6080402010050251,0.2268370607028754
16,person,1722.8129214169785,7541.186975253859,27.558573285775044,E0,0.0016539671767466582,74,62,74,0.2364217252396166,0.31155778894472363,0.2364217252396166
17,person,3015.1839131459333,5149.9055148865655,45.652702410444626,E0,0.0010522745655003338,114,101,97,0.36421725239616615,0.507537688442211,0.30990415335463256
18,person,2124.6873250747,5964.931063841611,42.04840175670811,E0,0.0011656931485847727,83,88,93,0.26517571884984026,0.44221105527638194,0.2971246006389776
19,person,5831.877993743679,8005.030465614983,33.34127911310237,E0,0.0010624518890096073,116,94,108,0.3706070287539936,0.4723618090452261,0.3450479233226837
20,person,142.87917211068702,7292.763358833868,16.628873612022378,E0,0.0010526235616533945,38,68,63,0.12140575079872204,0.3417085427135678,0.2012779552715655
21,person,8095.281929657436,5772.877484922084,14.505574979679944,E0,0.0010230418079158398,67,85,86,0.21405750798722045,0.4271356783919598,0.2747603833865815
22,person,4384.160782928004,4080.1818081483434,36.605063182372355,E0,0.001064429251717109,159,116,149,0.5079872204472844,0.5829145728643216,0.476038338658147
23,person,4177.229136343885,7528.465665974061,33.73099228127561,E0,0.0009646607964829592,93,105,98,0.2971246006389776,0.5276381909547738,0.31309904153354634
24,person,77.62581865603747,1074.783808761437,8.653670915094073,E0,0.000596082031909876,39,106,78,0.12460063897763578,0.5326633165829145,0.24920127795527156
25,person,6421.622654824652,1076.7060335973954,13.826930362393073,E0,0.0008578241118664039,65,103,97,0.20766773162939298,0.5175879396984925,0.30990415335463256
26,person,4687.0821026248195,3389.513679523448,32.191985966130105,E0,0.0010777182119540807,153,118,158,0.48881789137380194,0.592964824120603,0.5047923322683706
27,person,5213.909315683145,6997.917445721297,33.57306036456985,E0,0.0010715302969677193,131,92,100,0.4185303514376997,0.4623115577889447,0.3194888178913738
28,person,3230.5402329144395,7613.7987137966,32.73371267045054,E0,0.0012724853614028042,91,79,91,0.29073482428115016,0.3969849246231156,0.29073482428115016
29,person,3777.705428498862,1011.971887264902,21.308637468346134,E0,0.0008672694314275377,102,120,129,0.3258785942492013,0.6030150753768844,0.41214057507987223
30,person,1216.576766074605,4184.6676284272935,34.47340584369463,E0,0.0013437449488583708,79,62,74,0.2523961661341853,0.31155778894472363,0.2364217252396166
31,person,5160.721001559895,765.7981926053958,17.533544521272333,E0,0.0008479587327610406,97,128,125,0.30990415335463256,0.6432160804020101,0.3993610223642173
32,person,1005.6033429622656,6560.99220567776,29.16227509591852,E0,0.0012941537107394284,64,75,77,0.20447284345047922,0.3768844221105528,0.24600638977635783
33,person,2958.4288645384395,3467.748734375533,38.50827538810188,E0,0.000997773483763177,131,114,123,0.4185303514376997,0.5728643216080402,0.3929712460063898
34,person,4737.482886706097,8959.10589990646,28.421921234120067,E0,0.0008767558959242832,71,94,88,0.2268370607028754,0.4723618090452261,0.28115015974440893
36,person,1090.5097531661067,1737.9723129624404,16.884917815032857,E0,0.0007875678036648712,69,106,91,0.22044728434504793,0.5326633165829145,0.29073482428115016
37,person,5092.732587367641,5727.409704158852,33.836591249779346,E0,0.0013615033350509683,126,64,91,0.402555910543131,0.32160804020100503,0.29073482428115016
38,person,2091.688911054541,8474.636076403465,22.882235744742975,E0,0.0013025202499663347,65,77,80,0.20766773162939298,0.3869346733668342,0.25559105431309903
39,person,9590.738172179785,9733.473129405773,10.31434624740792,E0,0.0006738753797990726,32,89,66,0.10223642172523961,0.4472361809045226,0.2108626198083067
40,person,7420.480856321861,5158.451761619946,16.82779274756927,E0,0.0010627531509900378,93,100,110,0.2971246006389776,0.5025125628140703,0.3514376996805112
41,person,5727.40409407818,7360.949101538219,32.90989869483397,E0,0.001067662811357022,128,96,111,0.40894568690095845,0.4824120603015075,0.3546325878594249
42,person,7892.132850546684,6766.653947194337,20.73357936792393,E0,0.0011408634159825294,89,87,96,0.28434504792332266,0.4371859296482412,0.30670926517571884
43,person,8457.733651265024,7797.214448125867,21.19804076082387,E0,0.0010905259884110656,74,84,88,0.2364217252396166,0.4221105527638191,0.28115015974440893
44,person,5448.825506904089,4739.927628355077,30.23332333746397,E0,0.0011030775348217286,129,90,132,0.41214057507987223,0.45226130653266333,0.4217252396166134
45,person,6389.309297331741,9874.380981027787,26.278506991629307,E0,0.0009088338532940627,72,86,85,0.23003194888178913,0.4321608040201005,0.2715654952076677
46,person,4915.473598748452,5502.206752527987,34.939185517070996,E0,0.0011209273468538528,126,81,109,0.402555910543131,0.40703517587939697,0.34824281150159747
47,person,9526.52016144546,9058.585181663302,12.313919523785833,E0,0.0007512399937123492,40,88,72,0.12779552715654952,0.44221105527638194,0.23003194888178913
48,person,2173.5976046552073,5969.105165233228,42.251214810828905,E0,0.0011642941408836795,84,88,93,0.268370607028754,0.44221105527638194,0.2971246006389776
49,person,8696.557616919976,3243.1221229290572,6.707817121185331,E0,0.0005781236840469767,14,151,70,0.04472843450479233,0.7587939698492462,0.22364217252396165
50,person,2238.3864110815575,7913.162606203492,27.479267740776255,E0,0.0013232734239010712,75,80,86,0.23961661341853036,0.4020100502512563,0.2747603833865815
51,person,3877.672170780083,8492.456287407009,28.664480702094732,E0,0.0009880622621390987,68,97,91,0.21725239616613418,0.48743718592964824,0.29073482428115016
52,person,6550.99768124592,415.9672553853155,10.878068572165787,E0,0.0006078016830441328,50,142,101,0.1597444089456869,0.7135678391959799,0.3226837060702875
53,person,6469.27449485338,1466.592770704328,14.957962087578728,E0,0.0009686489201360298,79,99,103,0.2523961661341853,0.49748743718592964,0.329073482428115
54,person,7493.298949731232,5342.697790454061,16.893879796704383,E0,0.0011040899892980557,98,94,108,0.31309904153354634,0.4723618090452261,0.3450479233226837
55,person,3427.1050964788574,6422.045225642248,40.32351037846681,E0,0.0012437237943812738,103,74,85,0.329073482428115,0.37185929648241206,0.2715654952076677
56,person,2711.3838991872476,7899.617263821358,29.446727027881693,E0,0.001274190999952274,80,76,87,0.25559105431309903,0.38190954773869346,0.2779552715654952
57,person,7069.067657332953,3342.485355548682,15.844722246616254,E0,0.001002240697604103,84,102,106,0.268370607028754,0.5125628140703518,0.33865814696485624
