id,type,x,y,z,equivalence_class,stationary,in_degree,out_degree,undirected_degree,in_degree_norm,out_degree_norm,undirected_degree_norm
0,person,3140.0410380658072,1810.620004103248,26.15944599735657,E0,0.0007694046658026613,83,118,105,0.25696594427244585,0.6820809248554913,0.32507739938080493
1,person,8642.359950305925,5193.149907274704,9.480548415798106,E0,0.0008726931891433272,64,92,85,0.19814241486068113,0.5317919075144508,0.2631578947368421
2,person,3075.24233409429,2434.7367893923656,30.629216936450977,E0,0.0010243028157398443,95,97,106,0.29411764705882354,0.5606936416184971,0.3281733746130031
3,person,2870.022526246092,1166.2873873885171,21.235442112173025,E0,0.0007101348925969162,75,118,99,0.23219814241486067,0.6820809248554913,0.3065015479876161
4,person,1311.5752531897174,7974.72730717351,21.73203464581325,E0,0.0011830498949095343,66,72,78,0.2043343653250774,0.4161849710982659,0.24148606811145512
5,person,8853.002298309442,7630.301917522184,17.083366231413212,E0,0.0009140337192911601,60,85,82,0.18575851393188855,0.4913294797687861,0.25386996904024767
6,person,7624.321719909813,2712.6025397533203,11.423226002092806,E0,0.0009640213585139273,82,106,105,0.25386996904024767,0.6127167630057804,0.32507739938080493
7,person,3232.182038556196,4331.018615287564,43.34757477079215,E0,0.0008552742618868209,109,113,116,0.33746130030959753,0.653179190751445,0.3591331269349845
8,person,6714.102526880354,8917.020555462746,31.968892898564174,E0,0.00110468235173559,73,70,79,0.2260061919504644,0.4046242774566474,0.24458204334365324
9,person,9105.350880127004,7411.601264728132,14.173185107651465,E0,0.000865207153478758,56,86,78,0.17337461300309598,0.49710982658959535,0.24148606811145512
10,person,9011.81961674147,6272.63779665689,10.612305908282728,E0,0.0009315576192381939,53,74,74,0.16408668730650156,0.4277456647398844,0.22910216718266255
11,person,6344.179199403333,1068.4055098532565,14.158954391941384,E0,0.0010202887910607799,92,97,108,0.2848297213622291,0.5606936416184971,0.33436532507739936
12,person,5885.803465524994,3815.977280958276,25.202281094160607,E0,0.001129142025775342,119,83,115,0.3684210526315789,0.4797687861271676,0.3560371517027864
13,person,8647.269262911816,6305.752505900837,13.090424019274291,E0,0.0009833577532781558,64,76,81,0.19814241486068113,0.4393063583815029,0.25077399380804954
14,person,8498.307757474431,7663.707540657716,20.354681448821527,E0,0.0010026932149385394,73,85,87,0.2260061919504644,0.4913294797687861,0.2693498452012384
15,person,8969.874016298761,4831.38668369441,7.189005652385036,E0,0.0007813026531534401,49,92,80,0.15170278637770898,0.5317919075144508,0.2476780185758514
16,person,1722.8129214169785,7541.186975253859,27.558573285775044,E0,0.0015462289344239384,73,62,74,0.2260061919504644,0.3583815028901734,0.22910216718266255
17,person,3015.1839131459333,5149.9055148865655,45.652702410444626,E0,0.0009026412994850982,87,101,97,0.2693498452012384,0.5838150289017341,0.30030959752321984
