id,type,x,y,z,equivalence_class,stationary,in_degree,out_degree,undirected_degree,in_degree_norm,out_degree_norm,undirected_degree_norm
0,person,3140.0410380658072,1810.620004103248,26.15944599735657,E0,0.0007924517922025126,90,118,107,0.2795031055900621,0.7023809523809523,0.33229813664596275
1,person,8642.359950305925,5193.149907274704,9.480548415798106,E0,0.00087095030955742,59,89,80,0.18322981366459629,0.5297619047619048,0.2484472049689441
2,person,3075.24233409429,2434.7367893923656,30.629216936450977,E0,0.0010502754685402498,102,97,106,0.3167701863354037,0.5773809523809523,0.32919254658385094
3,person,2870.022526246092,1166.2873873885171,21.235442112173025,E0,0.0007300394013759228,79,118,102,0.2453416149068323,0.7023809523809523,0.3167701863354037
4,person,1311.5752531897174,7974.72730717351,21.73203464581325,E0,0.0011913706094374547,66,72,78,0.20496894409937888,0.42857142857142855,0.2422360248447205
5,person,8853.002298309442,7630.301917522184,17.083366231413212,E0,0.0009064451638347973,61,87,81,0.18944099378881987,0.5178571428571429,0.2515527950310559
6,person,7624.321719909813,2712.6025397533203,11.423226002092806,E0,0.0009070406560806781,75,105,102,0.2329192546583851,0.625,0.3167701863354037
7,person,3232.182038556196,4331.018615287564,43.34757477079215,E0,0.0008771811501752395,115,113,116,0.35714285714285715,0.6726190476190477,0.36024844720496896
8,person,6714.102526880354,8917.020555462746,31.968892898564174,E0,0.0011176546907271585,79,70,79,0.2453416149068323,0.4166666666666667,0.2453416149068323
9,person,9105.350880127004,7411.601264728132,14.173185107651465,E0,0.0008895351620175035,54,86,76,0.16770186335403728,0.5119047619047619,0.2360248447204969
10,person,9011.81961674147,6272.63779665689,10.612305908282728,E0,0.0009276735369734923,47,71,71,0.14596273291925466,0.4226190476190476,0.2204968944099379
11,person,6344.179199403333,1068.4055098532565,14.158954391941384,E0,0.001005785225014511,89,99,106,0.27639751552795033,0.5892857142857143,0.32919254658385094
12,person,5885.803465524994,3815.977280958276,25.202281094160607,E0,0.0011409683688749352,123,83,118,0.38198757763975155,0.49404761904761907,0.36645962732919257
13,person,8647.269262911816,6305.752505900837,13.090424019274291,E0,0.0009648903257343598,59,76,78,0.18322981366459629,0.4523809523809524,0.2422360248447205
14,person,8498.307757474431,7663.707540657716,20.354681448821527,E0,0.0010107754414028062,75,85,88,0.2329192546583851,0.5059523809523809,0.2732919254658385
15,person,8969.874016298761,4831.38668369441,7.189005652385036,E0,0.0007046209425722235,41,99,82,0.12732919254658384,0.5892857142857143,0.2546583850931677
16,person,1722.8129214169785,7541.186975253859,27.558573285775044,E0,0.0015582043971803944,73,62,74,0.2267080745341615,0.36904761904761907,0.22981366459627328
17,person,3015.1839131459333,5149.9055148865655,45.652702410444626,E0,0.0009231461755595063,92,101,97,0.2857142857142857,0.6011904761904762,0.30124223602484473
18,person,2124.6873250747,5964.931063841611,42.04840175670811,E0,0.0010942892071664576,78,88,93,0.2422360248447205,0.5238095238095238,0.2888198757763975
19,person,5831.877993743679,8005.030465614983,33.34127911310237,E0,0.0009776536873195873,94,94,93,0.2919254658385093,0.5595238095238095,0.2888198757763975
20,person,142.87917211068702,7292.763358833868,16.628873612022378,E0,0.0009963331870737053,37,68,63,0.11490683229813664,0.40476190476190477,0.1956521739130435
21,person,8095.281929657436,5772.877484922084,14.505574979679944,E0,0.0009845686959524197,82,88,97,0.2546583850931677,0.5238095238095238,0.30124223602484473
22,person,4384.160782928004,4080.1818081483434,36.605063182372355,E0,0.0008951960571782608,132,116,126,0.40993788819875776,0.6904761904761905,0.391304347826087
23,person,4177.229136343885,7528.465665974061,33.73099228127561,E0,0.0008761988357691443,80,105,97,0.2484472049689441,0.625,0.30124223602484473
24,person,77.62581865603747,1074.783808761437,8.653670915094073,E0,0.0005762439726695845,35,105,80,0.10869565217391304,0.625,0.2484472049689441
25,person,6421.622654824652,1076.7060335973954,13.826930362393073,E0,0.001016025059979907,85,91,104,0.2639751552795031,0.5416666666666666,0.32298136645962733
26,person,4687.0821026248195,3389.513679523448,32.191985966130105,E0,0.0009564191027761359,145,118,143,0.4503105590062112,0.7023809523809523,0.4440993788819876
27,person,5213.909315683145,6997.917445721297,33.57306036456985,E0,0.0009574769404181518,102,92,96,0.3167701863354037,0.5476190476190477,0.2981366459627329
28,person,3230.5402329144395,7613.7987137966,32.73371267045054,E0,0.0011941722546831236,83,79,91,0.2577639751552795,0.47023809523809523,0.2826086956521739
29,person,3777.705428498862,1011.971887264902,21.308637468346134,E0,0.0007767851331248112,89,120,113,0.27639751552795033,0.7142857142857143,0.35093167701863354
30,person,1216.576766074605,4184.6676284272935,34.47340584369463,E0,0.001248818355897265,71,62,74,0.2204968944099379,0.36904761904761907,0.22981366459627328
31,person,5160.721001559895,765.7981926053958,17.533544521272333,E0,0.0008062544056267348,97,123,127,0.30124223602484473,0.7321428571428571,0.3944099378881988
32,person,1005.6033429622656,6560.99220567776,29.16227509591852,E0,0.001220693679294707,63,75,76,0.1956521739130435,0.44642857142857145,0.2360248447204969
33,person,2958.4288645384395,3467.748734375533,38.50827538810188,E0,0.0008718781830249129,111,114,123,0.3447204968944099,0.6785714285714286,0.38198757763975155
34,person,4737.482886706097,8959.10589990646,28.421921234120067,E0,0.0007967810489724048,59,94,87,0.18322981366459629,0.5595238095238095,0.2701863354037267
35,person,9234.911112114083,1871.2463214556708,3.8052902480311697,E0,0.0004744174672432001,10,164,80,0.031055900621118012,0.9761904761904762,0.2484472049689441
36,person,1090.5097531661067,1737.9723129624404,16.884917815032857,E0,0.0006916046720784485,60,106,91,0.18633540372670807,0.6309523809523809,0.2826086956521739
37,person,5092.732587367641,5727.409704158852,33.836591249779346,E0,0.0012020340446178843,99,64,81,0.30745341614906835,0.38095238095238093,0.2515527950310559
38,person,2091.688911054541,8474.636076403465,22.882235744742975,E0,0.001230021680417905,64,77,80,0.19875776397515527,0.4583333333333333,0.2484472049689441
39,person,9590.738172179785,9733.473129405773,10.31434624740792,E0,0.0006685392598913405,31,86,69,0.09627329192546584,0.5119047619047619,0.21428571428571427
40,person,7420.480856321861,5158.451761619946,16.82779274756927,E0,0.0009925738859389154,102,106,121,0.3167701863354037,0.6309523809523809,0.37577639751552794
41,person,5727.40409407818,7360.949101538219,32.90989869483397,E0,0.0009701849866744349,109,96,95,0.3385093167701863,0.5714285714285714,0.2950310559006211
42,person,7892.132850546684,6766.653947194337,20.73357936792393,E0,0.0010632585539417183,89,83,96,0.27639751552795033,0.49404761904761907,0.2981366459627329
43,person,8457.733651265024,7797.214448125867,21.19804076082387,E0,0.001020619168424327,77,85,91,0.2391304347826087,0.5059523809523809,0.2826086956521739
44,person,5448.825506904089,4739.927628355077,30.23332333746397,E0,0.0009613514998869043,115,90,114,0.35714285714285715,0.5357142857142857,0.35403726708074534
45,person,6389.309297331741,9874.380981027787,26.278506991629307,E0,0.0008114551672708695,61,86,83,0.18944099378881987,0.5119047619047619,0.2577639751552795
46,person,4915.473598748452,5502.206752527987,34.939185517070996,E0,0.0009783147858159333,97,81,92,0.30124223602484473,0.48214285714285715,0.2857142857142857
47,person,9526.52016144546,9058.585181663302,12.313919523785833,E0,0.0007176680045242398,38,91,73,0.11801242236024845,0.5416666666666666,0.2267080745341615
48,person,2173.5976046552073,5969.105165233228,42.251214810828905,E0,0.0010932930672207372,80,88,93,0.2484472049689441,0.5238095238095238,0.2888198757763975
49,person,8696.557616919976,3243.1221229290572,6.707817121185331,E0,0.000672035699493326,30,90,70,0.09316770186335403,0.5357142857142857,0.21739130434782608
50,person,2238.3864110815575,7913.162606203492,27.479267740776255,E0,0.001239906301871478,73,80,86,0.2267080745341615,0.47619047619047616,0.2670807453416149
51,person,3877.672170780083,8492.456287407009,28.664480702094732,E0,0.0009301520143726185,63,97,91,0.1956521739130435,0.5773809523809523,0.2826086956521739
52,person,6550.99768124592,415.9672553853155,10.878068572165787,E0,0.0010725717741569933,69,71,85,0.21428571428571427,0.4226190476190476,0.2639751552795031
53,person,6469.27449485338,1466.592770704328,14.957962087578728,E0,0.0009573259506174322,92,109,115,0.2857142857142857,0.6488095238095238,0.35714285714285715
54,person,7493.298949731232,5342.697790454061,16.893879796704383,E0,0.0010062528180942386,101,102,119,0.3136645962732919,0.6071428571428571,0.3695652173913043
